varicella;-1
vaiolo;-1
tetano;-1
suina;-1
scarlattina;-1
rosolia;-1
poliomielite;-1
peste;-1
pertosse;-1
orecchioni;-1
morbillo;-1
meningite;-1
malattia;-1
immunità;-1
epatite;-1
ebola;-1
colera;-1
